Host	Virus	HostTaxID	VirusTaxID	HostNCBIResolved	VirusNCBIResolved	ICTVRatified	HostGenus	HostFamily	HostOrder	HostClass	HostOriginal	VirusGenus	VirusFamily	VirusOrder	VirusClass	VirusOriginal	HostFlagID	DetectionMethod	DetectionOriginal	Database	DatabaseVersion	PublicationYear	ReferenceText	PMID	ReleaseYear	ReleaseMonth	ReleaseDay	CollectionYear	CollectionMonth	CollectionDay	AssocID	DatabaseDOI	NCBIAccession
	alphacoronavirus 1	9608	693997	TRUE	TRUE	TRUE		canidae	carnivora	mammalia	Canidae	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2005	2	6						AY862143.1
	alphacoronavirus 1	9608	693997	TRUE	TRUE	TRUE		canidae	carnivora	mammalia	Canidae	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2007	1	24						AY862144.1
	alphacoronavirus 1	9608	693997	TRUE	TRUE	TRUE		canidae	carnivora	mammalia	Canidae	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	2	10	2009	11				GU356398.1
	alphacoronavirus 1	9608	693997	TRUE	TRUE	TRUE		canidae	carnivora	mammalia	Canidae	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2012	2	15	2009	11				JN709476.1
	alphacoronavirus btcov/ncl_mco1/mop_con/rsa/2012	258862	1532174	TRUE	TRUE	FALSE	mops	molossidae	chiroptera	mammalia	Mops	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus BtCoV/NCL_MCO1/Mop_con/RSA/2012	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2014	12	12	2012					KF843853.1
	alphacoronavirus p.sp/k/spain/2007	27671	1076425	TRUE	TRUE	FALSE	pipistrellus	vespertilionidae	chiroptera	mammalia	Pipistrellus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus P.sp/K/Spain/2007	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2011	8	21	2007					HQ184060.1
	alphacoronavirus sp.	27671	1906673	TRUE	TRUE	FALSE	pipistrellus	vespertilionidae	chiroptera	mammalia	Pipistrellus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus sp.	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	11	28						LC334391.1
	alphacoronavirus sp.	9397	1906673	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus sp.	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	5	10	2012					KU973689.1, KU973691.1
	alphacoronavirus tadaridam4	9437	1582306	TRUE	TRUE	FALSE	tadarida	molossidae	chiroptera	mammalia	Tadarida	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus TadaridaM4	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2014	12	17	2011					KM514667.1
	bat alphacoronavirus	109484	2419667	TRUE	TRUE	FALSE	hypsugo	vespertilionidae	chiroptera	mammalia	Hypsugo	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat alphacoronavirus	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2020	6	1						MN312569.1, MN312570.1, MN312571.1, MN312572.1, MN312573.1, MN312574.1, MN312575.1
	bat alphacoronavirus	49442	2419667	TRUE	TRUE	FALSE	rhinolophus	rhinolophidae	chiroptera	mammalia	Rhinolophus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat alphacoronavirus	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2020	6	1						MN312330.1, MN312463.1, MN312472.1
	bat alphacoronavirus	9397	2419667	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat alphacoronavirus	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2019	5	4	2017					MK603150.1, MK603151.1, MK603152.1, MK603153.1, MK603154.1, MK603155.1, MK603156.1, MK603157.1, MK603158.1, MK603159.1, MK603160.1, MK603161.1
	bat alphacoronavirus	9432	2419667	TRUE	TRUE	FALSE	miniopterus	vespertilionidae	chiroptera	mammalia	Miniopterus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat alphacoronavirus	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2020	6	1						MN312304.1, MN312309.1, MN312342.1, MN312467.1, MN312469.1
	bat alphacoronavirus	9434	2419667	TRUE	TRUE	FALSE	myotis	vespertilionidae	chiroptera	mammalia	Myotis sp.	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat alphacoronavirus	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2020	6	1						MN312514.1
	bat coronavirus 1	49442	2042696	TRUE	TRUE	FALSE	rhinolophus	rhinolophidae	chiroptera	mammalia	Rhinolophus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2020	6	1						MN312254.1
	bat coronavirus 1	9432	2042696	TRUE	TRUE	FALSE	miniopterus	vespertilionidae	chiroptera	mammalia	Miniopterus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2020	6	1						MN312262.1, MN312281.1, MN312282.1, MN312285.1, MN312298.1, MN312306.1, MN312317.1, MN312343.1, MN312353.1, MN312358.1, MN312360.1, MN312361.1, MN312362.1, MN312460.1, MN312468.1, MN312470.1, MN312563.1
	bat coronavirus hku10	9397	1244203	TRUE	TRUE	TRUE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus HKU10	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2012	10	17	2005	10				JQ989270.1, JQ989271.1
	bat coronavirus hku10	9397	1244203	TRUE	TRUE	TRUE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus HKU10	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2012	10	17	2005	12				JQ989269.1
	bat coronavirus hku10	9397	1244203	TRUE	TRUE	TRUE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus HKU10	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2012	10	17	2006	10				JQ989268.1
	bat coronavirus hku10	9397	1244203	TRUE	TRUE	TRUE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus HKU10	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2012	10	17	2006	12				JQ989266.1, JQ989267.1
	bat coronavirus hku10	9397	1244203	TRUE	TRUE	TRUE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus HKU10	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2012	10	17	2010	8				JQ989272.1, JQ989273.1
	bat coronavirus hku10	9397	1244203	TRUE	TRUE	TRUE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus HKU10	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2012	10	18	2005	10				NC_018871.1
	bat coronavirus hku6	49442	393045	TRUE	TRUE	FALSE	rhinolophus	rhinolophidae	chiroptera	mammalia	Rhinolophus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus HKU6	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2020	6	1						MN312258.1
	bat coronavirus hku6	9432	393045	TRUE	TRUE	FALSE	miniopterus	vespertilionidae	chiroptera	mammalia	Miniopterus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus HKU6	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2020	6	1						MN312446.1
	bat coronavirus hku6	9434	393045	TRUE	TRUE	FALSE	myotis	vespertilionidae	chiroptera	mammalia	Myotis sp.	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus HKU6	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2020	6	1						MN312413.1
	bat coronavirus poa/2012/105	9397	1288687	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/105	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110779.1
	bat coronavirus poa/2012/127	9397	1288688	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/127	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110771.1
	bat coronavirus poa/2012/132	9397	1288689	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/132	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110770.1
	bat coronavirus poa/2012/143	9397	1288690	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/143	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110776.1
	bat coronavirus poa/2012/144	9397	1288691	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/144	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110778.1
	bat coronavirus poa/2012/44	9397	1288692	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/44	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110781.1
	bat coronavirus poa/2012/94	9397	1288693	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/94	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110777.1
	bat coronavirus poa/2012/96	9397	1288694	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/96	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110772.1
	bat coronavirus poa/2012/b01	9397	1288695	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/B01	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110773.1
	bat coronavirus poa/2012/d09	9397	1288696	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/D09	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110774.1
	bat coronavirus poa/2012/e05	9397	1288697	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/E05	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110780.1
	bat coronavirus poa/2012/e07	9397	1288698	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/E07	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110775.1
	bat coronavirus poa/2012/e11	9397	1288699	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/E11	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110782.1
	bat coronavirus poa/2012/e9	9397	1288700	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/E9	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110783.1
	bat coronavirus poa/2012/g01	9397	1288701	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/G01	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110784.1
	bat coronavirus poa/2012/g03	9397	1288702	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Bat coronavirus POA/2012/G03	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	3	13	2012	2	13			KC110785.1
	chaerephon bat coronavirus/kenya/ky22/2006	242383	983929	TRUE	TRUE	FALSE	chaerephon	molossidae	chiroptera	mammalia	Chaerephon	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Chaerephon bat coronavirus/Kenya/KY22/2006	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	10	13	2006	8				GQ920820.2
	chaerephon bat coronavirus/kenya/ky22/2006	242383	983929	TRUE	TRUE	FALSE	chaerephon	molossidae	chiroptera	mammalia	Chaerephon	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Chaerephon bat coronavirus/Kenya/KY22/2006	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2011	2	19	2006	8				HQ728486.1
	chaerephon bat coronavirus/kenya/ky22/2006	258954	983929	TRUE	TRUE	FALSE	scotoecus	vespertilionidae	chiroptera	mammalia	Scotoecus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Chaerephon bat coronavirus/Kenya/KY22/2006	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	11	14	2012	4	3			KX285251.1, KX285832.1
	chaerephon bat coronavirus/kenya/ky22/2006	9437	983929	TRUE	TRUE	FALSE	tadarida	molossidae	chiroptera	mammalia	Tadarida	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Chaerephon bat coronavirus/Kenya/KY22/2006	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	11	14	2012	4	4			KX285840.1
	chaerephon bat coronavirus/kenya/ky22/2006	9437	983929	TRUE	TRUE	FALSE	tadarida	molossidae	chiroptera	mammalia	Tadarida	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Chaerephon bat coronavirus/Kenya/KY22/2006	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	11	14	2013	11	25			KX285991.1
	chaerephon bat coronavirus/kenya/ky22/2006	9437	983929	TRUE	TRUE	FALSE	tadarida	molossidae	chiroptera	mammalia	Tadarida	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Chaerephon bat coronavirus/Kenya/KY22/2006	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	11	14	2013	4	29			KX285348.1, KX285349.1, KX285351.1, KX285352.1, KX285354.1, KX285854.1, KX285855.1, KX285867.1, KX285873.1, KX285874.1, KX285875.1, KX285894.1
	chaerephon bat coronavirus/kenya/ky22/2006	9437	983929	TRUE	TRUE	FALSE	tadarida	molossidae	chiroptera	mammalia	Tadarida	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Chaerephon bat coronavirus/Kenya/KY22/2006	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	11	14	2013	8	1			KX285252.1, KX285865.1
	chaerephon bat coronavirus/kenya/ky41/2006	9437	983923	TRUE	TRUE	FALSE	tadarida	molossidae	chiroptera	mammalia	Tadarida	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Chaerephon bat coronavirus/Kenya/KY41/2006	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	11	14	2013	4	29			KX285355.1
	coronavirus mex_cov-6	29077	1289552	TRUE	TRUE	FALSE	eptesicus	vespertilionidae	chiroptera	mammalia	Eptesicus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus Mex_CoV-6	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2013	2	10	2009	6				KC117184.1
	coronavirus predict cov-18	9415	2042544	TRUE	TRUE	FALSE		phyllostomidae	chiroptera	mammalia	Glossophaginae	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus PREDICT CoV-18	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	11	14	2010	10	8			KX285063.1, KX285798.1
	coronavirus predict cov-18	9415	2042544	TRUE	TRUE	FALSE		phyllostomidae	chiroptera	mammalia	Phyllostomidae	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	PREDICT_CoV-18	FALSE	PCR/Sequencing	PREDICT	PREDICT	March92021FlatFile				2021	3	9	2010	10	1			KX285063, KX285798
	coronavirus predict cov-21	9437	2042548	TRUE	TRUE	FALSE	tadarida	molossidae	chiroptera	mammalia	Tadarida	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus PREDICT CoV-21	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	11	14	2013	4	29			KX285350.1
	coronavirus predict cov-35	9397	2042560	TRUE	TRUE	FALSE			chiroptera	mammalia	Chiroptera	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	PREDICT_CoV-35	FALSE	PCR/Sequencing	PREDICT	PREDICT	March92021FlatFile				2021	3	9	2013	10	1			KX286085, KX286018, KX286029, KX286129, KX286240, KX286042, KX286043, KX285617, KX286023, KX286074, KX286091, KX286125, KX285645, KX285663, KX285668, KX285671, KX285672, KX285674, KX286027, KX286045, KX286047, KX286055, KX286181, KX286242, KX285590, KX285602, KX286025, KX286158, KX286168, KX286191, KX286217, KX286218, KX286076, KX286243, KX285541, KX286189, KX286196, KX286197, KX286198, KX286209, KX286211, KX286212, KX286213, KX286224, KX285678, KX286021, KX286071
	coronavirus predict cov-35	9401	2042560	TRUE	TRUE	FALSE	pteropus	pteropodidae	chiroptera	mammalia	Pteropus sp.	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	PREDICT_CoV-35	FALSE	PCR/Sequencing	PREDICT	PREDICT	March92021FlatFile				2021	3	9	2013	10	1			KX286039
