HostTaxID,VirusTaxID
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
9913,694003
184712,694014
184712,694014
184712,694014
8853,2569586
8853,2569586
8853,2569586
671078,1697925
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694003
89462,694009
110668,694014
110668,694014
110668,694014
110668,694014
110668,694014
110668,694014
110668,694014
110668,694014
110668,694014
110668,694014
110668,694014
1330375,694005
1330375,694005
8855,694014
8855,694014
192723,2724194
279936,694014
279936,694014
227173,694014
227173,694014
227173,643398
217133,694014
217133,694014
217133,694014
279940,694014
279940,694014
279940,694014
279941,694014
279941,694014
279941,694014
279941,694014
217132,694014
217132,694014
217132,694014
217132,694014
217132,694014
217132,694014
217132,694014
217132,694014
425635,694014
425635,694014
272047,694014
272047,694014
272047,694014
272047,694014
272047,694014
272047,694014
9483,694009
9837,694003
9837,694003
9837,694003
9837,11137
9837,1335626
9837,1335626
9837,1335626
9837,1335626
9837,1335626
9837,1335626
9837,1335626
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,694003
9838,1962851
9838,11137
9838,11137
9838,11137
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,1335626
9838,694448
9614,693997
9614,693997
9614,693997
9614,693997
9614,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,693997
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694003
9612,694009
9612,694009
9612,694009
9612,694009
9612,694009
9612,694009
9612,694009
9612,694009
9612,694009
9612,694009
9612,694009
68725,693997
68725,693997
68725,693997
68725,693997
68725,693997
68725,693997
68725,693997
68725,1906673
9925,694003
9925,694003
9925,1335626
9925,1335626
9925,1335626
9925,1335626
61394,693997
61394,693997
61394,693997
61394,693997
8951,694014
8951,694014
8951,694014
8951,694014
270764,983922
270764,983922
270764,681850
270764,681850
138695,1269294
138695,1269294
138695,1269298
138695,1269298
40233,2042644
40233,2042644
40233,2042644
40233,2042644
40233,2042644
40233,2042644
40233,2042644
40233,2042644
40233,2042644
40233,1508220
40233,1508220
40233,1897070
40233,1897070
40233,1897071
40233,1897071
40233,1897072
40233,1897072
40233,566558
40233,1346295
40233,1346295
40233,1269293
40233,1269293
40233,1269295
40233,1269295
40233,1269296
40233,1269296
40233,1269300
40233,1269300
40233,1269303
40233,1269303
40233,1269304
40233,1269304
40233,1269309
40233,1269309
40233,1269310
40233,1269310
40233,1269311
40233,1269311
40233,1289544
40233,1289544
40233,1289544
40233,1289544
208969,1289544
208969,1289544
208969,1289544
208969,1289544
208969,1289544
208969,1289544
208969,1289547
208969,1289547
208969,1289547
208969,1289547
208969,1289547
208969,1289551
208969,1289551
10141,694005
10141,694005
9807,694009
36223,11137
36223,694448
9620,693997
9620,693997
9860,694003
556902,1508220
556902,1508220
478698,1906673
478698,1508220
478698,2042567
478698,694009
478698,694009
478698,694009
478698,694009
478698,694009
242384,2419667
242384,2419667
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983929
242384,983923
242384,983923
242384,983923
242384,983923
242384,983924
242384,983924
242384,983924
242384,681883
242384,681883
797724,1508220
797724,1508220
797724,1508220
797724,1508220
797724,1508220
258889,2687252
258889,2687252
50353,2687255
50353,2687255
34839,2050018
9534,28295
9534,28295
9534,28295
9534,694009
9534,694009
9534,694009
9534,694009
9534,694009
9534,694009
9534,694009
9534,694009
9534,694009
9534,694009
9534,694009
9534,694009
60711,694009
60711,694009
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
1192867,694014
68728,693997
197941,694014
197941,694014
555237,694014
555237,694014
555237,694014
555237,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694014
8932,694003
8932,694005
8932,694005
8932,694005
8932,1649336
8932,1649336
343929,1159903
33614,694014
33614,694014
33614,694014
33614,694014
33614,694014
33614,694003
33614,694005
33614,694005
33614,694005
701737,694014
701737,694014
701737,694014
701737,694014
9091,694014
9091,694014
9091,694014
9091,694014
9091,694014
9091,1911231
93934,2249315
10029,694005
10029,694009
167044,2042574
167044,2042574
167044,2042574
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,693997
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
9678,1906673
219595,694014
219595,694014
219595,694014
219595,694014
219595,694014
219595,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
8869,694014
748910,1868639
748910,1868639
748910,1868640
748910,1868640
748910,1868641
748910,1868641
409018,1868634
409018,1868634
409018,1868635
409018,1868635
409018,1868637
409018,1868637
58060,1805463
58060,1805463
58060,1508220
58060,1508220
58060,1508220
58060,702734
58060,702734
58060,702734
58060,2604656
58060,2604656
58060,2042551
58060,2042551
58060,2042551
58060,2042551
58060,2042551
58060,2042551
298109,702734
298109,702734
298109,702734
9400,1805463
9400,1805463
9400,1508220
9400,1508220
9400,1508220
9400,1508220
9400,1508220
9400,1508220
9400,1928434
9400,1928434
9400,2591232
9400,2591232
9400,2042551
9400,2042551
9400,2042551
9400,2042551
9400,2042580
9400,694007
9400,694007
7962,2830724
9749,694015
9749,694015
9749,694015
9749,694015
9749,694015
9749,694015
9749,694009
60182,694014
60182,694014
60182,694014
60182,694014
60182,694014
106343,2042582
106343,2042582
106343,2042582
298896,2042582
9430,2419667
9430,2419667
9430,1508220
9430,1508220
9430,1508220
9430,482176
9430,1868636
9430,1868636
42147,1476949
42147,1476949
42147,1476950
42147,1476950
42147,1476951
42147,1476951
226546,1508222
226546,1508222
326081,702734
326081,702734
326081,702734
58063,1644142
58063,1644142
77214,1805463
77214,1805463
77214,1508220
77214,1508220
77214,1508220
77214,1508220
77214,1508220
77214,1508220
77214,1508220
77214,1508220
77214,1508220
77214,1508220
77214,983929
77214,983929
77214,983929
77214,983929
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,983924
77214,903568
77214,903568
77214,903569
77214,903569
77214,903570
77214,903570
77214,903571
77214,903571
77214,903572
77214,903572
77214,903573
77214,903573
77214,903574
77214,903574
77214,903575
77214,903575
77214,903576
77214,903576
77214,903577
77214,903577
77214,903578
77214,903578
77214,903579
77214,903579
77214,903580
77214,903580
77214,681864
77214,681864
77214,681865
77214,681865
77214,681866
77214,681866
77214,681869
77214,681869
77214,681870
77214,681870
77214,903582
77214,903582
77214,903583
77214,903583
77214,903584
77214,903584
77214,903585
77214,903585
77214,903586
77214,903586
77214,903587
77214,903587
77214,903588
77214,903588
77214,903589
77214,903589
77214,903590
77214,903590
77214,903591
77214,903591
77214,903598
77214,903598
77214,903622
77214,903622
77214,903623
77214,903623
77214,903624
77214,903624
77214,903625
77214,903625
77214,903626
77214,903626
77214,903627
77214,903627
77214,903628
77214,903628
77214,903629
77214,903629
77214,903630
77214,903630
77214,903631
77214,903631
77214,903632
77214,903632
77214,903633
77214,903633
77214,903634
77214,903634
77214,903635
77214,903635
77214,903636
77214,903636
77214,903637
77214,903637
77214,2042604
77214,2042604
77214,2042604
77214,2042604
77214,2042604
77214,2042604
77214,694006
77214,694006
77214,694006
58065,1805463
58065,1805463
58065,1508220
58065,1508220
58065,2126098
58065,2126098
58065,2126098
58065,1928434
58065,1928434
58065,2042549
58065,2042549
58065,2042549
58065,2042550
58065,2501962
58065,2501962
58065,694006
58065,694006
58065,694006
58065,694006
58065,694006
58065,694006
58065,694006
58065,694006
58065,694006
58065,694006
58065,694006
259053,2501960
259053,2501960
82468,2050018
