Phylum,Class,Order,Family,Genus,Species
Chordata,Mammalia,Rodentia,Cricetidae,Chionomys,Chionomys roberti
Chordata,Mammalia,Didelphimorphia,Didelphidae,Chironectes,Chironectes minimus
Chordata,Aves,Gruiformes,Otididae,Chlamydotis,Chlamydotis macqueenii
Chordata,Aves,Gruiformes,Otididae,Chlamydotis,Chlamydotis undulata
Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias hybrida
Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias leucopterus
Chordata,Aves,Passeriformes,Passeridae,Chloebia,Chloebia gouldiae
Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga picta
Chordata,Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga poliocephala
Chordata,Aves,Passeriformes,Fringillidae,Chloris,Chloris chloris
Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus aethiops
Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus cynosuros
Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis
Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus
Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus sabaeus
Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus tantalus
Chordata,Aves,Passeriformes,Fringillidae,Chlorodrepanis,Chlorodrepanis virens
Chordata,Mammalia,Eulipotyphla,Soricidae,Chodsigoa,Chodsigoa caovansunga
Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon azurio
Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus didactylus
Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus brunnicephalus
Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus cirrocephalus
Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus genei
Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus maculipennis
Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus novaehollandiae
Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus
Chordata,Mammalia,Carnivora,Viverridae,Chrotogale,Chrotogale owstoni
Chordata,Mammalia,Chiroptera,Phyllostomidae,Chrotopterus,Chrotopterus auritus
Chordata,,Testudines,Emydidae,Chrysemys,Chrysemys picta
Chordata,Mammalia,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus
Chordata,Aves,Galliformes,Phasianidae,Chrysolophus,Chrysolophus amherstiae
Chordata,Aves,Galliformes,Phasianidae,Chrysolophus,Chrysolophus pictus
Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia boyciana
Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia
Chordata,Aves,Passeriformes,Cinclidae,Cinclus,Cinclus cinclus
Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,Circaetus pectoralis
Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus aeruginosus
Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus cyaneus
Chordata,Mammalia,Carnivora,Viverridae,Civettictis,Civettictis civetta
Chordata,Aves,Cuculiformes,Cuculidae,Clamator,Clamator glandarius
Chordata,Aves,Accipitriformes,Accipitridae,Clanga,Clanga pomarina
Chordata,Aves,Anseriformes,Anatidae,Clangula,Clangula hyemalis
Chordata,Actinopteri,Cichliformes,Cichlidae,Cleithracara,Cleithracara maronii
Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupanodon,Clupanodon thrissa
Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus
Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes,Coccothraustes coccothraustes
Chordata,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus multispinulosus
Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,Coendou melanurus
Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,Coendou mexicanus
Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,Coendou prehensilis
Chordata,Actinopteri,Clupeiformes,Engraulidae,Coilia,Coilia mystus
Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes auratus
Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes campestris
Chordata,Mammalia,Chiroptera,Emballonuridae,Coleura,Coleura afra
Chordata,Mammalia,Chiroptera,Emballonuridae,Coleura,Coleura kibomalandy
Chordata,Aves,Galliformes,Odontophoridae,Colinus,Colinus virginianus
Chordata,Mammalia,Primates,Cercopithecidae,Colobus,Colobus angolensis
Chordata,Mammalia,Primates,Cercopithecidae,Colobus,Colobus guereza
Chordata,Mammalia,Primates,Cercopithecidae,Colobus,Colobus polykomos
Chordata,Aves,Passeriformes,Corvidae,Coloeus,Coloeus monedula
Chordata,Lepidosauria,Squamata,Colubridae,Coluber,Coluber constrictor
Chordata,Aves,Columbiformes,Columbidae,Columba,Columba guinea
Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia
Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus
Chordata,Aves,Columbiformes,Columbidae,Columba,Columba pulchricollis
Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina passerina
Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina picui
Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina talpacoti
Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,Conepatus leuconotus
Chordata,Actinopteri,Anguilliformes,Congridae,Conger,Conger japonicus
Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes gnou
Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes taurinus
Chordata,Aves,Passeriformes,Conopophagidae,Conopophaga,Conopophaga aurita
Chordata,Aves,Passeriformes,Meliphagidae,Conopophila,Conopophila rufogularis
Chordata,Aves,Passeriformes,Tyrannidae,Contopus,Contopus sordidulus
Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,Copsychus saularis
Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus
Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,Coracopsis vasa
Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,Coragyps atratus
Chordata,Lepidosauria,Squamata,Boidae,Corallus,Corallus annulatus
Chordata,Lepidosauria,Squamata,Boidae,Corallus,Corallus caninus
Chordata,Lepidosauria,Squamata,Boidae,Corallus,Corallus hortulanus
Chordata,Lepidosauria,Squamata,Cordylidae,Cordylus,Cordylus tropidosternum
Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus autumnalis
Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus clupeaformis
Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus lavaretus
Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus migratorius
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus brachyrhynchos
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus caurinus
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus cornix
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corone
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus coronoides
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus frugilegus
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus hawaiiensis
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus macrorhynchos
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus ossifragus
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus splendens
Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus rafinesquii
Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus townsendii
Chordata,Aves,Passeriformes,Thraupidae,Coryphospingus,Coryphospingus pileatus
Chordata,Aves,Coraciiformes,Alcedinidae,Corythornis,Corythornis cristatus
Chordata,Aves,Anseriformes,Anatidae,Coscoroba,Coscoroba coscoroba
Chordata,Actinopteri,Perciformes,Cottidae,Cottocomephorus,Cottocomephorus grewingki
Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix coturnix
Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix japonica
Chordata,Aves,Passeriformes,Artamidae,Cracticus,Cracticus torquatus
Chordata,Actinopteri,Atheriniformes,Atherinidae,Craterocephalus,Craterocephalus stercusmuscarum
Chordata,Amphibia,Anura,Craugastoridae,Craugastor,Craugastor bransfordii
Chordata,Amphibia,Anura,Craugastoridae,Craugastor,Craugastor fitzingeri
Chordata,Amphibia,Anura,Craugastoridae,Craugastor,Craugastor megacephalus
Chordata,Amphibia,Anura,Craugastoridae,Craugastor,Craugastor ranoides
Chordata,Aves,Galliformes,Cracidae,Crax,Crax fasciolata
Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys ansorgei
Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys emini
Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys gambianus
Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus barabensis
Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus griseus
Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus longicaudatus
Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus migratorius
Chordata,Mammalia,Rodentia,Cricetidae,Cricetus,Cricetus cricetus
Chordata,Aves,Passeriformes,Fringillidae,Crithagra,Crithagra mozambica
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura attenuata
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura douceti
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura dracula
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura flavescens
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura fuliginosa
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura goliath
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura grandiceps
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura hirta
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura lasiura
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura leucodon
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura littoralis
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura luna
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura montis
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura obscurior
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura olivieri
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura russula
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura shantungensis
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura suaveolens
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura theresae
Chordata,Lepidosauria,Squamata,Teiidae,Crocodilurus,Crocodilurus amazonicus
Chordata,,Crocodylia,Crocodylidae,Crocodylus,Crocodylus johnsoni
Chordata,,Crocodylia,Crocodylidae,Crocodylus,Crocodylus moreletii
Chordata,,Crocodylia,Crocodylidae,Crocodylus,Crocodylus niloticus
Chordata,,Crocodylia,Crocodylidae,Crocodylus,Crocodylus porosus
Chordata,,Crocodylia,Crocodylidae,Crocodylus,Crocodylus siamensis
Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta crocuta
Chordata,Actinopteri,Perciformes,Serranidae,Cromileptes,Cromileptes altivelis
Chordata,Aves,Galliformes,Phasianidae,Crossoptilon,Crossoptilon auritum
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus catalinensis
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus cerastes
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus enyo
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus horridus
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus lepidus
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus mitchellii
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus molossus
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus scutulatus
Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis
Chordata,Aves,Cuculiformes,Crotophagidae,Crotophaga,Crotophaga ani
Chordata,Aves,Cuculiformes,Crotophagidae,Crotophaga,Crotophaga sulcirostris
Chordata,Lepidosauria,Squamata,Scincidae,Cryptoblepharus,Cryptoblepharus virgatus
Chordata,Amphibia,Caudata,Cryptobranchidae,Cryptobranchus,Cryptobranchus alleganiensis
Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus,Ctenodactylus gundi
Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris
Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Ctenopharyngodon,Ctenopharyngodon idella
Chordata,Lepidosauria,Squamata,Agamidae,Ctenophorus,Ctenophorus nuchalis
Chordata,Lepidosauria,Squamata,Iguanidae,Ctenosaura,Ctenosaura bakeri
Chordata,Lepidosauria,Squamata,Iguanidae,Ctenosaura,Ctenosaura similis
Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca
Chordata,Aves,Passeriformes,Sylviidae,Curruca,Curruca curruca
Chordata,Aves,Passeriformes,Paridae,Cyanistes,Cyanistes caeruleus
Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,Cyanocitta cristata
Chordata,Aves,Psittaciformes,Psittacidae,Cyanoliseus,Cyanoliseus patagonus
Chordata,Aves,Passeriformes,Corvidae,Cyanopica,Cyanopica cyanus
Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta,Cyanopsitta spixii
Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,Cyanoramphus auriceps
Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,Cyanoramphus novaezelandiae
Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,Cyanoramphus saisseti
Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,Cyanoramphus unicolor
Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,Cyclopes didactylus
Chordata,Actinopteri,Perciformes,Cyclopteridae,Cyclopterus,Cyclopterus lumpus
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus atratus
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus bewickii
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus buccinator
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus columbianus
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus cygnus
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus melancoryphus
Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus olor
Chordata,Actinopteri,,Embiotocidae,Cymatogaster,Cymatogaster aggregata
Chordata,Mammalia,Carnivora,Herpestidae,Cynictis,Cynictis penicillata
Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus robustus
Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus semilaevis
Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus sinicus
Chordata,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops abrasus
Chordata,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops planirostris
Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys gunnisoni
Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys leucurus
Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys ludovicianus
Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys mexicanus
Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys parvidens
Chordata,Amphibia,Caudata,Salamandridae,Cynops,Cynops ensicauda
Chordata,Amphibia,Caudata,Salamandridae,Cynops,Cynops orientalis
Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus brachyotis
Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus horsfieldii
Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus sphinx
Chordata,Actinopteri,,Sciaenidae,Cynoscion,Cynoscion arenarius
Chordata,Actinopteri,,Sciaenidae,Cynoscion,Cynoscion nothus
Chordata,Actinopteri,,Sciaenidae,Cynoscion,Cynoscion regalis
Chordata,Actinopteri,Cypriniformes,Leuciscidae,Cyprinella,Cyprinella analostana
Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus rubrofuscus
Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata
Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia palaestinae
Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii
Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,Dacelo novaeguineae
Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama
Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,Damaliscus lunatus
Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,Damaliscus pygargus
Chordata,Actinopteri,Cypriniformes,Danionidae,Danio,Danio rerio
Chordata,Actinopteri,,Pomacentridae,Dascyllus,Dascyllus aruanus
Chordata,Actinopteri,,Pomacentridae,Dascyllus,Dascyllus melanurus
Chordata,Actinopteri,,Pomacentridae,Dascyllus,Dascyllus trimaculatus
Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasycercus,Dasycercus cristicauda
Chordata,Mammalia,Rodentia,Muridae,Dasymys,Dasymys incomtus
Chordata,Mammalia,Rodentia,Muridae,Dasymys,Dasymys rufulus
Chordata,Lepidosauria,Squamata,Colubridae,Dasypeltis,Dasypeltis atra
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta fuliginosa
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata
Chordata,Mammalia,Chiroptera,Vespertilionidae,Dasypterus,Dasypterus ega
Chordata,Mammalia,Chiroptera,Vespertilionidae,Dasypterus,Dasypterus intermedius
Chordata,Mammalia,Chiroptera,Vespertilionidae,Dasypterus,Dasypterus xanthinus
Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus
Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,Dasyuroides byrnei
Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus kurroides
Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus macarellus
Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus macrosoma
Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus maruadsi
Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus russelli
Chordata,Aves,Passeriformes,Hirundinidae,Delichon,Delichon urbicum
Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus,Delphinapterus leucas
Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus,Delphinus capensis
Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus,Delphinus delphis
Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni
Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis
Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates auratus
Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates leucomelas
Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates tinctorius
Chordata,Aves,Piciformes,Picidae,Dendrocopos,Dendrocopos leucotos
Chordata,Aves,Piciformes,Picidae,Dendrocopos,Dendrocopos major
Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna autumnalis
Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna javanica
Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna viduata
Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus goodfellowi
Chordata,Actinopteri,,Sciaenidae,Dendrophysa,Dendrophysa russelii
Chordata,Actinopteri,Spariformes,Sparidae,Dentex,Dentex abei
Chordata,Mammalia,Rodentia,Muridae,Deomys,Deomys ferrugineus
Chordata,Mammalia,Rodentia,Muridae,Dephomys,Dephomys defua
Chordata,,Testudines,Dermochelyidae,Dermochelys,Dermochelys coriacea
Chordata,Aves,Psittaciformes,Psittacidae,Deroptyus,Deroptyus accipitrinus
Chordata,Mammalia,Rodentia,Muridae,Desmodillus,Desmodillus auricularis
Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus conanti
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus folkertsi
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus imitator
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus marmoratus
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus monticola
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus ochrophaeus
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus ocoee
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus orestes
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus organi
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus quadramaculatus
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus santeetlah
Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus wrighti
Chordata,Actinopteri,Chaetodontiformes,Leiognathidae,Deveximentum,Deveximentum insidiator
Chordata,Lepidosauria,Squamata,Dipsadidae,Diadophis,Diadophis punctatus
Chordata,Mammalia,Chiroptera,Phyllostomidae,Diaemus,Diaemus youngi
Chordata,Actinopteri,,Moronidae,Dicentrarchus,Dicentrarchus labrax
Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis
Chordata,Mammalia,Chiroptera,Emballonuridae,Diclidurus,Diclidurus albus
Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx groenlandicus
Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris
Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita
Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis
Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,Diodon holocanthus
Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea exulans
Chordata,Aves,Psittaciformes,Psittacidae,Diopsittaca,Diopsittaca nobilis
Chordata,Mammalia,Chiroptera,Phyllostomidae,Diphylla,Diphylla ecaudata
Chordata,Lepidosauria,Squamata,Agamidae,Diploderma,Diploderma splendidum
Chordata,Actinopteri,Spariformes,Sparidae,Diplodus,Diplodus bellottii
Chordata,Actinopteri,Spariformes,Sparidae,Diplodus,Diplodus sargus
Chordata,Actinopteri,Spariformes,Sparidae,Diplodus,Diplodus vulgaris
Chordata,Mammalia,Rodentia,Echimyidae,Diplomys,Diplomys labilis
Chordata,Mammalia,Rodentia,Muridae,Dipodillus,Dipodillus dasyurus
Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys californicus
Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys heermanni
Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami
Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys microps
Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys nitratoides
Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys ordii
Chordata,Mammalia,Rodentia,Dipodidae,Dipus,Dipus sagitta
Chordata,Actinopteri,,Embiotocidae,Ditrema,Ditrema temminckii
Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia andersoni
Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia magna
Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia moluccensis
Chordata,Actinopteri,Pempheriformes,Acropomatidae,Doederleinia,Doederleinia berycoides
Chordata,Lepidosauria,Squamata,Anguidae,Dopasia,Dopasia gracilis
Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis veterum
Chordata,Actinopteri,Clupeiformes,Clupeidae,Dorosoma,Dorosoma cepedianum
Chordata,Mammalia,Chiroptera,Hipposideridae,Doryrhina,Doryrhina cyclops
Chordata,Lepidosauria,Squamata,Teiidae,Dracaena,Dracaena guianensis
Chordata,Mammalia,Rodentia,Sciuridae,Dremomys,Dremomys rufigenis
Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Dromaius novaehollandiae
Chordata,Aves,Passeriformes,Dendrocolaptidae,Drymotoxeres,Drymotoxeres pucheranii
Chordata,Aves,Piciformes,Picidae,Dryobates,Dryobates pubescens
Chordata,Mammalia,Rodentia,Gliridae,Dryomys,Dryomys laniger
Chordata,Mammalia,Rodentia,Gliridae,Dryomys,Dryomys nitedula
Chordata,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes chrysoscelis
Chordata,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes cinereus
Chordata,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes japonicus
Chordata,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes versicolor
Chordata,Aves,Columbiformes,Columbidae,Ducula,Ducula bicolor
Chordata,Aves,Passeriformes,Mimidae,Dumetella,Dumetella carolinensis
Chordata,Amphibia,Anura,Bufonidae,Duttaphrynus,Duttaphrynus melanostictus
Chordata,Mammalia,Chiroptera,Pteropodidae,Dyacopterus,Dyacopterus spadiceus
Chordata,Actinopteri,Anguilliformes,Ophichthidae,Echelus,Echelus uropterus
Chordata,Mammalia,Eulipotyphla,Erinaceidae,Echinosorex,Echinosorex gymnura
Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,Eclectus roratus
Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta caerulea
Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta novaehollandiae
